,TM,WS_AVG,TA_AVG,TA_MAX,TA_MIN,HM_AVG,SS_DAY,RN_DAY,TA_DIF
70,20190109,1.0,-0.5,5.9,-5.1,39.1,5.7,0.0,11.0
71,20190110,2.2,3.9,9.2,0.8,19.8,6.3,0.0,8.399999999999999
72,20190110,0.9,-1.0,1.4,-3.4,54.1,0.3,0.0,4.8
73,20190110,3.3,4.8,9.0,2.5,35.1,6.6,0.0,6.5
74,20190110,3.3,6.4,8.1,4.6,64.6,3.5,0.0,3.5
75,20190110,0.7,-2.6,1.1,-5.9,63.3,0.0,0.0,7.0
76,20190110,1.4,0.2,5.3,-3.8,64.5,4.7,0.0,9.1
77,20190110,1.9,-1.9,4.2,-11.1,41.1,7.4,0.0,15.3
78,20190110,3.1,2.4,6.8,-3.8,46.4,3.7,0.0,10.6
79,20190111,2.5,3.1,8.2,-0.2,49.1,7.9,0.0,8.399999999999999
80,20190111,0.8,2.8,8.4,-3.0,63.5,4.8,0.0,11.4
81,20190111,2.7,5.2,10.0,-0.3,58.3,7.1,0.1,10.3
82,20190111,1.4,9.2,11.5,8.1,77.8,0.0,0.9,3.4000000000000004
83,20190111,0.6,3.0,7.0,-1.5,66.5,5.2,0.0,8.5
84,20190111,1.1,3.8,9.4,-1.9,55.9,6.3,0.0,11.3
85,20190111,1.6,-0.9,6.6,-8.3,61.5,7.3,0.0,14.9
86,20190111,1.3,5.2,10.4,1.0,60.6,6.0,0.0,9.4
87,20190112,1.2,3.5,5.2,1.2,85.3,0.0,3.5,4.0
88,20190112,2.4,1.5,5.1,-2.0,81.5,3.2,2.6,7.1
89,20190112,3.2,4.2,7.8,2.3,83.1,5.7,2.3,5.5
90,20190112,0.6,3.7,9.5,-1.6,83.6,3.2,4.0,11.1
91,20190112,1.0,4.5,9.6,0.8,64.4,4.3,0.0,8.799999999999999
92,20190112,1.0,5.9,7.8,4.3,87.8,0.0,2.0,3.5
93,20190112,1.4,2.3,8.5,-3.0,60.3,2.9,0.0,11.5
94,20190112,0.7,4.7,8.8,2.9,89.5,1.6,4.5,5.9
95,20190113,1.4,1.2,7.6,-3.0,54.3,8.6,0.0,10.6
96,20190113,0.7,-0.3,3.0,-1.1,97.3,1.9,0.0,4.1
97,20190113,2.2,5.6,10.8,2.1,62.5,8.4,0.0,8.700000000000001
98,20190113,1.4,-0.4,6.9,-6.4,66.9,8.3,0.0,13.3
99,20190113,0.6,-0.3,7.9,-4.7,76.8,6.4,0.0,12.6
100,20190113,4.0,4.3,10.3,-0.5,62.0,8.6,0.0,10.8
101,20190113,0.5,-0.2,1.3,-1.5,91.8,0.0,0.0,2.8
102,20190114,1.4,3.9,8.0,-2.2,42.5,7.1,0.0,10.2
103,20190114,1.2,1.7,4.4,-1.2,80.6,0.0,0.0,5.6000000000000005
104,20190114,0.8,-1.6,3.3,-5.8,86.6,2.4,0.0,9.1
105,20190114,3.8,5.6,8.4,4.5,63.3,4.3,0.0,3.9
106,20190114,0.7,-2.3,3.0,-7.6,76.9,1.7,0.0,10.6
107,20190114,0.7,0.4,6.9,-4.3,78.5,5.4,0.0,11.2
108,20190114,1.9,2.2,9.7,-2.9,70.0,7.7,0.0,12.6
109,20190114,1.7,3.7,10.8,-1.2,52.4,7.2,0.0,12.0
110,20190115,2.0,-3.2,2.5,-8.6,61.9,3.0,0.0,11.1
111,20190115,1.5,-0.6,3.2,-5.4,55.1,2.4,0.0,8.600000000000001
112,20190115,2.9,4.1,8.4,-0.9,49.4,6.7,0.0,9.3
113,20190115,3.7,4.3,8.6,0.0,65.1,5.8,0.1,8.6
114,20190115,2.0,-1.8,2.8,-7.2,59.9,2.8,0.0,10.0
115,20190115,2.0,-1.0,5.7,-4.9,71.5,3.7,0.0,10.6
116,20190115,3.0,2.1,8.3,-2.9,72.3,5.3,0.0,11.2
117,20190115,2.1,0.2,7.2,-4.0,61.5,5.6,0.0,11.2
118,20190116,1.8,-8.2,-2.6,-16.4,55.0,7.7,0.0,13.8
119,20190116,3.2,0.6,3.3,-1.7,51.8,7.0,0.9,5.0
120,20190116,2.0,-2.7,1.0,-8.1,61.0,9.0,0.0,9.1
121,20190116,3.7,-2.9,0.7,-7.0,64.9,9.0,0.0,7.7
122,20190116,2.4,-7.2,-2.8,-13.4,53.3,6.8,0.0,10.6
123,20190116,1.7,-3.5,0.1,-7.8,68.6,9.1,0.0,7.899999999999999
124,20190116,2.7,-2.1,1.5,-4.7,60.0,9.4,0.0,6.2
125,20190116,2.0,-2.1,2.8,-5.4,47.3,7.3,0.0,8.2
126,20190117,1.4,-1.5,5.7,-6.5,44.1,9.0,0.0,12.2
127,20190117,1.6,-0.4,5.7,-4.5,60.8,9.1,0.1,10.2
128,20190117,3.3,1.5,5.7,-2.7,47.0,4.6,0.0,8.4
129,20190117,3.6,1.4,6.0,-2.8,64.6,8.2,0.0,8.8
130,20190117,1.3,-2.7,4.3,-7.4,54.8,8.2,0.0,11.7
131,20190117,0.9,-0.4,5.3,-4.6,64.0,4.6,0.0,9.9
132,20190117,2.4,2.2,6.8,-3.5,56.1,8.2,0.0,10.3
133,20190117,3.3,1.6,5.9,-2.4,47.5,4.7,0.0,8.3
134,20190118,0.3,-4.0,5.9,-12.6,63.4,8.6,0.0,18.5
135,20190118,0.7,-2.0,6.1,-10.1,49.0,8.7,0.0,16.2
136,20190118,1.5,1.5,7.5,-3.5,73.9,6.8,0.0,11.0
137,20190118,3.7,1.6,6.9,-2.1,64.8,9.0,0.0,9.0
138,20190118,1.6,-1.6,4.4,-6.1,37.5,6.9,0.0,10.5
139,20190118,0.8,-2.6,7.5,-10.4,68.9,8.3,0.0,17.9
140,20190118,0.6,0.1,10.3,-7.6,64.0,8.9,0.0,17.9
141,20190118,2.1,2.1,9.4,-3.5,51.0,8.5,0.0,12.9
142,20190119,4.1,-1.5,3.7,-5.6,60.3,3.5,0.0,9.3
143,20190119,0.8,0.1,8.6,-5.6,63.3,7.9,0.0,14.2
144,20190119,2.0,7.3,13.9,1.3,44.3,5.6,0.1,12.6
145,20190119,0.7,2.0,9.0,-5.1,72.0,7.1,0.0,14.1
146,20190119,0.9,-1.3,7.6,-6.3,55.1,6.2,0.0,13.9
147,20190119,0.8,1.8,8.1,-3.3,75.9,3.3,1.5,11.4
148,20190119,0.5,2.4,11.1,-3.8,75.1,3.8,1.0,14.9
149,20190119,0.8,2.8,10.8,-4.3,67.1,3.9,1.0,15.1
150,20190120,1.9,-1.7,3.0,-5.8,51.0,8.5,0.0,8.8
151,20190120,3.9,0.0,4.2,-2.9,50.9,9.2,0.2,7.1
152,20190120,2.1,4.2,9.1,-1.2,46.6,8.7,0.2,10.3
153,20190120,5.6,6.7,11.6,3.9,66.4,2.0,0.0,7.699999999999999
154,20190120,2.6,-1.9,2.9,-8.7,44.9,8.8,0.0,11.6
155,20190120,4.0,1.4,3.6,-0.5,69.6,7.2,0.2,4.1
156,20190120,3.4,3.5,7.5,-1.5,44.3,8.4,0.0,9.0
157,20190120,1.7,3.4,8.5,-0.9,51.5,8.5,1.0,9.4
158,20190121,5.7,3.6,6.2,-0.1,57.3,8.1,0.0,6.3
159,20190121,3.3,1.8,7.7,-2.6,37.1,9.4,0.0,10.3
160,20190121,1.3,2.1,8.0,-2.1,59.5,6.9,0.0,10.1
161,20190121,10.1,5.9,8.5,3.5,65.4,7.6,0.0,5.0
162,20190121,1.6,-1.3,6.0,-11.2,59.0,5.0,0.0,17.2
163,20190121,3.3,2.7,9.3,-3.2,38.6,9.2,0.0,12.5
164,20190121,3.2,4.5,7.0,1.8,57.8,7.5,0.0,5.2
165,20190121,1.1,0.8,8.6,-4.7,40.0,8.2,0.0,13.3
166,20190122,1.9,3.9,9.7,-1.6,34.5,9.0,0.0,11.3
167,20190122,1.3,3.2,8.8,-1.1,56.5,8.7,0.0,9.9
168,20190122,2.7,5.5,10.6,0.9,43.8,9.7,0.0,9.7
169,20190122,3.6,7.3,11.6,3.0,55.8,8.0,0.0,8.6
170,20190122,1.1,0.2,8.2,-4.7,60.9,6.8,0.0,12.9
171,20190122,1.1,-0.1,8.6,-6.9,71.8,8.6,0.0,15.5
172,20190122,1.5,-0.3,7.6,-9.5,53.6,8.6,0.0,17.1
173,20190122,3.1,5.3,10.0,1.2,44.4,7.9,0.0,8.8
174,20190123,3.8,5.5,11.4,1.0,39.3,9.1,0.0,10.4
175,20190123,1.5,2.8,9.5,-1.5,57.6,8.5,0.0,11.0
176,20190123,2.3,6.6,11.8,2.7,52.6,7.6,0.0,9.1
177,20190123,1.2,8.6,14.6,3.1,54.6,9.3,0.0,11.5
178,20190123,0.9,2.9,9.0,-1.4,65.5,8.1,0.0,10.4
179,20190123,1.2,4.9,11.6,-1.4,50.8,8.2,0.0,13.0
180,20190123,5.2,3.1,7.1,-1.6,-9.0,8.1,0.0,8.7
181,20190123,1.4,5.7,12.0,0.1,56.0,7.8,0.0,11.9
182,20190124,1.5,3.1,6.8,-1.9,45.0,9.0,0.0,8.7
183,20190124,3.0,0.0,6.3,-5.3,29.6,9.4,0.0,11.6
184,20190124,3.9,2.4,6.8,-1.1,55.6,9.3,0.0,7.9
185,20190124,0.6,0.8,11.5,-6.6,50.9,9.0,0.0,18.1
186,20190124,0.6,-1.6,8.9,-8.7,58.5,9.0,0.0,17.6
187,20190124,1.3,2.9,11.3,-2.7,44.9,8.8,0.0,14.0
188,20190124,1.7,1.0,8.4,-5.5,23.0,8.9,0.0,13.9
189,20190124,0.9,3.0,10.0,-0.8,42.6,8.8,0.0,10.8
190,20190125,2.6,-1.2,2.6,-3.8,27.6,8.7,0.0,6.4
191,20190125,2.2,-1.3,5.5,-8.5,43.1,9.3,0.0,14.0
192,20190125,4.8,3.3,7.7,-0.7,40.0,2.5,0.0,8.4
193,20190125,2.5,-1.1,2.5,-6.3,26.4,8.7,0.0,8.8
194,20190125,1.7,-2.7,4.4,-8.5,52.9,7.5,0.0,12.9
195,20190125,6.1,1.8,7.7,-1.7,49.8,4.6,0.0,9.4
196,20190125,2.4,-2.7,4.9,-9.9,47.9,7.7,0.0,14.8
197,20190126,1.7,-0.2,4.6,-4.0,32.1,9.2,0.0,8.6
198,20190126,4.7,-2.5,1.6,-5.6,39.4,9.6,0.0,7.199999999999999
199,20190126,2.7,-1.3,4.1,-5.2,27.1,8.6,0.0,9.3
200,20190126,13.0,2.6,3.7,1.6,65.1,4.7,0.0,2.1
201,20190126,2.5,-2.6,3.0,-7.0,33.3,9.3,0.0,10.0
202,20190126,1.9,-1.5,3.0,-5.3,54.4,9.1,0.0,8.3
203,20190126,4.2,0.6,4.4,-2.6,50.8,8.6,0.0,7.0
204,20190126,3.1,0.2,6.2,-3.6,27.5,8.8,0.0,9.8
205,20190127,1.7,-2.9,4.6,-13.6,53.1,7.9,0.0,18.2
206,20190127,0.7,-1.9,3.7,-9.9,46.6,8.0,0.0,13.6
207,20190127,3.1,2.8,9.6,-2.8,31.8,9.5,0.0,12.4
208,20190127,2.6,3.3,8.0,-1.5,60.1,9.2,0.0,9.5
209,20190127,1.2,-2.4,5.2,-12.5,57.4,7.8,0.0,17.7
210,20190127,0.9,-3.6,6.2,-12.4,66.4,8.5,0.0,18.6
211,20190127,1.7,1.3,8.0,-5.1,62.3,9.5,0.0,13.1
212,20190127,1.0,-3.7,7.9,-13.4,47.6,8.7,0.0,21.3
213,20190128,2.5,-1.0,2.8,-9.5,46.8,8.5,0.0,12.3
214,20190128,5.4,3.4,5.6,1.4,49.3,6.4,0.0,4.199999999999999
215,20190128,4.1,3.1,6.8,-2.1,62.8,8.5,0.0,8.9
216,20190128,4.1,3.1,7.7,-2.5,63.1,6.9,0.0,10.2
217,20190128,2.7,0.3,4.3,-6.4,46.5,7.1,0.0,10.7
218,20190128,3.0,2.9,6.7,-2.0,71.3,7.3,0.1,8.7
219,20190128,2.3,2.6,8.3,-1.9,64.0,6.0,0.0,10.2
220,20190128,1.9,3.6,8.5,-0.7,43.3,7.9,0.0,9.2
221,20190129,1.2,-1.3,7.2,-9.1,35.8,9.0,0.0,16.3
222,20190129,1.2,-0.7,7.4,-6.7,44.9,9.5,0.0,14.1
223,20190129,1.0,1.6,9.2,-5.4,39.9,9.1,0.0,14.6
224,20190129,1.5,0.6,10.2,-6.6,55.6,9.3,0.0,16.799999999999997
225,20190129,0.8,-3.0,7.0,-11.0,47.4,8.6,0.0,18.0
226,20190129,1.6,-0.7,9.5,-8.1,49.9,9.5,0.0,17.6
227,20190129,0.7,0.0,8.1,-6.7,56.9,8.4,0.0,14.8
228,20190129,0.8,-0.1,10.5,-8.2,45.8,8.0,0.0,18.7
229,20190130,1.0,-1.0,6.5,-8.9,70.5,8.2,0.0,15.4
230,20190130,0.8,1.1,9.3,-6.1,48.1,8.7,0.0,15.4
231,20190130,1.2,2.7,8.1,-2.9,60.9,4.9,0.0,11.0
232,20190130,4.6,1.5,5.6,-1.0,53.4,0.1,0.0,6.6
233,20190130,1.7,3.2,7.9,-0.6,21.9,5.2,0.0,8.5
234,20190130,1.5,1.5,11.1,-7.3,46.6,6.0,0.0,18.4
235,20190130,0.7,3.5,12.7,-4.5,51.4,5.6,0.0,17.2
236,20190130,2.2,5.9,14.1,-2.7,40.9,8.2,0.0,16.8
237,20190131,2.4,-4.1,-0.4,-9.4,65.1,0.2,0.5,9.0
238,20190131,1.7,-0.8,2.3,-7.8,49.5,2.8,0.0,10.1
239,20190131,2.5,1.7,7.7,-2.0,78.4,0.4,8.3,9.7
240,20190131,1.4,-0.5,2.5,-4.5,49.0,3.5,0.0,7.0
241,20190131,1.5,-0.1,3.1,-5.0,50.5,0.0,0.0,8.1
242,20190131,2.0,-0.6,3.4,-2.6,83.6,3.2,8.5,6.0
243,20190131,2.1,0.0,6.6,-3.7,80.9,2.0,9.5,10.3
244,20190131,1.0,-0.7,5.1,-6.1,82.6,1.9,5.8,11.2
245,20190201,1.9,-3.6,3.7,-13.2,53.5,8.7,0.0,16.9
246,20190201,1.2,-2.3,3.9,-6.5,71.8,5.5,0.1,10.4
247,20190201,2.3,-1.1,4.7,-5.5,59.3,9.1,0.0,10.2
248,20190201,4.8,5.0,6.8,3.4,57.5,1.6,0.0,3.4
249,20190201,2.4,-4.3,2.4,-14.6,50.0,8.5,0.0,17.0
250,20190201,2.4,-0.9,4.2,-4.2,71.4,7.7,0.0,8.4
251,20190201,3.3,0.5,4.4,-3.2,54.6,9.4,0.0,7.6
252,20190201,1.0,-1.7,5.1,-7.6,61.8,8.9,0.0,12.7
253,20190202,5.1,4.9,7.5,2.2,74.5,3.0,0.7,5.3
254,20190202,3.0,5.7,11.7,-0.1,37.1,9.6,0.0,11.8
255,20190202,1.0,3.8,9.6,-2.9,71.8,5.0,0.0,12.5
256,20190202,6.8,9.9,13.8,5.6,68.0,3.8,0.0,8.200000000000001
257,20190202,0.5,-1.2,8.2,-9.9,70.0,4.6,0.0,18.1
258,20190202,1.8,3.1,9.7,-3.9,62.5,9.6,0.0,13.6
259,20190202,1.6,5.9,10.8,-2.5,70.9,4.4,0.0,13.3
260,20190202,0.7,0.6,8.1,-7.5,71.3,8.9,0.0,15.6
261,20190203,1.6,4.4,6.6,1.8,82.5,0.0,7.6,4.8
262,20190203,1.3,4.4,7.2,2.2,85.9,0.0,13.3,5.0
263,20190203,4.8,11.6,14.9,7.4,84.9,0.0,21.4,7.5
264,20190203,5.5,13.2,17.3,8.5,84.8,0.8,19.5,8.8
265,20190203,2.0,4.4,7.5,3.0,85.4,0.0,12.8,4.5
266,20190203,2.4,6.0,11.0,2.8,94.8,0.0,20.5,8.2
267,20190203,1.0,2.5,6.9,-0.5,88.9,0.0,15.5,7.4
268,20190203,2.0,5.0,12.1,1.7,89.9,0.4,11.0,10.4
269,20190204,3.0,4.3,8.5,1.0,24.1,9.3,0.0,7.5
270,20190204,1.4,1.3,6.5,-2.2,51.5,9.1,0.0,8.7
271,20190204,2.8,5.8,10.4,2.2,38.4,8.4,0.0,8.2
272,20190204,1.8,9.0,12.7,6.5,52.1,9.5,0.0,6.199999999999999
273,20190204,0.8,0.8,5.4,-3.5,55.0,8.5,0.0,8.9
274,20190204,2.9,5.1,9.4,1.3,30.6,8.6,0.0,8.1
275,20190204,5.5,1.1,4.4,-2.9,37.3,9.2,0.0,7.300000000000001
276,20190204,2.1,5.7,10.2,1.5,37.4,8.5,0.0,8.7
277,20190205,1.5,6.1,9.9,-0.4,24.4,8.2,0.0,10.3
278,20190205,1.0,1.4,10.5,-7.2,46.1,8.8,0.0,17.7
279,20190205,1.9,5.6,12.6,-1.6,49.0,7.9,0.0,14.2
280,20190205,0.6,2.4,12.9,-5.8,49.1,9.0,0.0,18.7
281,20190205,0.5,1.4,11.6,-6.1,61.5,7.9,0.0,17.7
282,20190205,1.1,5.1,13.6,-2.2,51.4,9.0,0.0,15.8
283,20190205,1.3,0.8,8.5,-6.5,41.3,8.4,0.0,15.0
284,20190205,0.9,4.6,11.5,-0.7,38.6,9.0,0.0,12.2
285,20190206,1.3,5.1,9.3,0.1,54.9,3.3,0.0,9.2
286,20190206,0.9,4.5,13.2,-3.8,57.5,7.0,0.0,17.0
287,20190206,2.1,8.2,13.9,4.2,52.1,7.6,0.0,9.7
288,20190206,1.6,3.9,8.6,-2.5,67.4,4.0,0.0,11.1
289,20190206,1.0,4.7,13.4,-3.9,66.8,5.8,0.0,17.3
290,20190206,2.0,5.6,14.5,-1.9,67.3,6.6,0.0,16.4
291,20190206,0.9,2.8,12.6,-5.6,59.3,7.3,0.0,18.2
292,20190207,2.1,0.3,4.7,-3.6,62.0,6.2,9.3,8.3
293,20190207,6.0,-2.9,5.0,-8.3,49.3,9.2,0.0,13.3
294,20190207,3.6,2.9,8.5,-4.7,45.3,6.4,0.0,13.2
295,20190207,12.2,2.3,9.8,-1.0,72.0,3.4,0.0,10.8
296,20190207,3.3,0.0,4.5,-6.4,44.5,8.4,0.4,10.9
297,20190207,2.9,1.4,6.5,-4.4,60.0,6.1,0.0,10.9
298,20190207,2.9,2.4,6.8,-2.5,63.5,2.0,0.2,9.3
299,20190207,2.7,5.8,9.5,-0.8,43.6,4.5,0.0,10.3
300,20190208,1.0,-4.9,0.3,-9.2,39.9,8.5,0.0,9.5
301,20190208,1.0,-3.6,1.0,-7.7,31.0,7.9,0.0,8.7
302,20190208,2.5,1.5,6.0,-2.4,47.8,7.8,0.0,8.4
303,20190208,1.8,0.3,5.1,-2.6,45.0,6.2,0.0,7.699999999999999
304,20190208,1.4,-4.7,1.5,-10.0,33.4,8.1,0.0,11.5
305,20190208,1.8,-3.0,2.8,-7.1,43.4,7.2,0.0,9.9
306,20190208,2.7,0.4,5.5,-3.1,37.6,7.3,0.0,8.6
307,20190208,0.9,-1.8,5.3,-7.9,39.3,7.7,0.0,13.2
308,20190209,0.8,-7.4,-1.7,-12.7,44.9,8.0,0.0,11.0
309,20190209,5.9,-0.7,2.0,-2.8,84.1,2.6,12.7,4.8
310,20190209,3.6,-1.9,0.9,-4.2,50.6,9.5,0.0,5.1000000000000005
311,20190209,4.6,-2.0,0.2,-3.9,59.8,6.4,0.0,4.1
312,20190209,1.4,-4.9,-0.1,-8.8,41.6,7.4,0.0,8.700000000000001
313,20190209,3.2,-2.6,-0.3,-4.3,55.9,8.4,0.0,4.0
314,20190209,2.9,-1.6,1.3,-4.0,57.8,6.1,0.0,5.3
315,20190209,2.3,-0.2,3.0,-2.3,27.6,8.3,0.0,5.3
316,20190210,1.2,-5.6,-0.6,-10.9,32.6,3.4,0.0,10.3
317,20190210,1.5,-4.3,-0.4,-8.8,41.1,0.7,0.0,8.4
318,20190210,1.6,1.0,4.5,-4.5,29.3,2.6,0.0,9.0
319,20190210,3.1,-0.5,6.0,-5.4,43.6,3.0,0.0,11.4
320,20190210,0.9,-5.1,0.9,-12.0,48.1,4.6,0.0,12.9
321,20190210,1.1,-1.7,4.0,-6.8,39.3,2.1,0.0,10.8
322,20190210,1.6,0.2,6.0,-6.6,40.3,4.2,0.0,12.6
323,20190210,1.4,0.9,5.8,-4.7,34.1,2.8,0.0,10.5
324,20190211,1.4,-4.4,2.3,-11.7,45.6,9.5,0.0,14.0
325,20190211,1.5,-1.7,2.7,-6.0,32.5,9.5,0.0,8.7
326,20190211,1.8,-1.0,4.0,-4.9,54.0,9.7,0.0,8.9
327,20190211,4.8,-3.0,1.0,-5.3,73.9,4.0,0.0,6.3
328,20190211,1.7,-4.8,-0.5,-7.9,33.3,7.4,0.0,7.4
329,20190211,2.7,-3.4,1.3,-7.3,53.4,9.3,0.0,8.6
330,20190211,1.5,0.7,7.6,-4.3,46.1,9.6,0.0,11.9
331,20190211,3.7,0.9,6.8,-2.1,32.5,9.1,0.0,8.9
332,20190212,3.3,-5.6,-0.7,-11.5,44.9,9.4,0.0,10.8
333,20190212,1.0,-1.6,4.5,-8.2,50.4,7.9,0.0,12.7
334,20190212,2.4,2.4,7.0,-2.0,35.0,8.8,0.0,9.0
335,20190212,0.9,-1.2,4.8,-6.6,65.5,4.1,0.0,11.4
336,20190212,1.8,-3.1,4.0,-9.6,49.1,6.6,0.0,13.6
337,20190212,1.6,-0.4,5.7,-7.5,64.9,7.3,0.0,13.2
338,20190212,0.6,-0.2,8.2,-8.4,68.4,7.8,0.0,16.6
339,20190212,0.7,-0.6,7.0,-8.8,58.0,7.6,0.0,15.8
340,20190213,1.3,-3.4,3.4,-8.9,47.5,9.3,0.0,12.3
341,20190213,1.9,-1.7,2.8,-6.0,50.1,9.4,0.0,8.8
342,20190213,1.8,3.2,7.4,0.2,31.0,8.9,0.0,7.2
343,20190213,3.3,6.8,8.7,5.2,51.3,9.5,0.0,3.499999999999999
344,20190213,2.1,-3.4,3.0,-9.8,44.5,8.9,0.0,12.8
345,20190213,3.1,-0.2,4.3,-4.6,52.1,9.4,0.0,8.899999999999999
346,20190213,1.7,4.1,9.7,0.1,35.8,9.3,0.0,9.6
347,20190213,1.1,1.4,8.2,-4.4,43.8,9.2,0.0,12.6
348,20190214,3.8,-2.4,-0.4,-4.9,45.9,8.4,0.0,4.5
